,number,pokemon_name,pic_url,main_type,secondary_type,region,category,pokemon_family,attack,defense,stamina,flee_rate,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks,CP_Min,CP_Max,HP_Min,HP_Max,Porcentagem_masculino,Porcentagem_feminino,Tx_captura,Fire_weakness,Flying_weakness,Ice_weakness,Psychic_weakness,Ground_weakness,Rock_weakness,Water_weakness,Electric_weakness,Grass_weakness,Fighting_weakness,Poison_weakness,Steel_weakness,Bug_weakness,Fairy_weakness,Dark_weakness,Ghost_weakness,Dragon_weakness,0_weakness,Electric_resistance,Fairy_resistance,Fighting_resistance,Water_resistance,Grass_resistance,Bug_resistance,Fire_resistance,Ice_resistance,Steel_resistance,Ground_resistance,Poison_resistance,Ghost_resistance,Flying_resistance,Rock_resistance,Dark_resistance,Dragon_resistance,Psychic_resistance,Normal_resistance,0_resistance
31,32,Nidoran♂,https://static.wikia.nocookie.net/pokemongo/images/6/60/Nidoran%E2%99%82.png,Poison,0,Kanto,Poison,Nidoran♂ family,105,76,130,15%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokémon's notice.","['Peck', 'Poison Sting', 'Body Slam', 'Horn Attack', 'Sludge Bomb']",860,860,12,114,0.0,0.0,50.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,33,Nidorino,https://static.wikia.nocookie.net/pokemongo/images/7/7a/Nidorino.png,Poison,0,Kanto,Poison,Nidoran♂ family,137,111,156,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Nidorino has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might.","['Poison Jab', 'Poison Sting', 'Dig', 'Horn Attack', 'Sludge Bomb']",1393,1393,14,135,0.0,0.0,25.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,62.5,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,Nidoking,https://static.wikia.nocookie.net/pokemongo/images/7/76/Nidoking.png,Poison,Ground,Kanto,Drill,Nidoran♂ family,204,156,191,5%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Nidoking's thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it.","['Iron Tail', 'Poison Jab', 'Fury Cutter', 'Earth Power', 'Earthquake', 'Megahorn', 'Sand Tomb', 'Sludge Wave']",2567,2567,17,162,0.0,0.0,12.5,0.0,0.0,-160.0,-160.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,62.5,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,39.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
34,35,Clefairy,https://static.wikia.nocookie.net/pokemongo/images/d/d2/Clefairy.png,Fairy,0,Kanto,Fairy,Clefairy family,107,108,172,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other.","['Pound', 'Zen Headbutt', 'Body Slam', 'Disarming Voice', 'Moonblast']",1155,1155,16,147,25.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
35,36,Clefable,https://static.wikia.nocookie.net/pokemongo/images/d/d5/Clefable.png,Fairy,0,Kanto,Fairy,Clefairy family,178,162,216,6%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights.","['Charge Beam', 'Charm', 'Zen Headbutt', 'Pound', 'Dazzling Gleam', 'Meteor Mash', 'Moonblast', 'Psychic']",2437,2437,20,182,25.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
36,37,Vulpix,https://static.wikia.nocookie.net/pokemongo/images/8/8d/Vulpix.png,Fire,0,Kanto,Fox,Vulpix family,96,109,116,10%,Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Standard Pokédex description
At the time of its birth, Vulpix has one white tail. The tail separates into six if this Pokémon receives plenty of love from its Trainer. The six tails become magnificently curled.","['Ember', 'Quick Attack', 'Body Slam', 'Flame Charge', 'Flamethrower', 'Weather Ball', 'Powder Snow', 'Zen Headbutt', 'Blizzard', 'Dark Pulse', 'Ice Beam', 'Weather Ball']",883,883,10,103,25.0,75.0,30.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38,Ninetales,https://static.wikia.nocookie.net/pokemongo/images/9/98/Ninetales.png,Fire,0,Kanto,Fox,Vulpix family,169,190,177,6%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Ninetales casts a sinister light from its bright red eyes to gain total control over its foe's mind. This Pokémon is said to live for a thousand years.","['Feint Attack', 'Fire Spin', 'Ember', 'Heat Wave', 'Overheat', 'Psyshock', 'Solar Beam', 'Weather Ball', 'Fire Blast', 'Flamethrower', 'Charm', 'Feint Attack', 'Powder Snow', 'Blizzard', 'Dazzling Gleam', 'Ice Beam', 'Psyshock', 'Weather Ball']",2279,2279,16,151,25.0,75.0,10.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39,Jigglypuff,https://static.wikia.nocookie.net/pokemongo/images/a/af/Jigglypuff.png,Normal,Fairy,Kanto,Balloon,Jigglypuff family,80,41,251,10%,Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Jigglypuff's vocal cords can freely adjust the wavelength of its voice. This Pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy.,"['Feint Attack', 'Pound', 'Dazzling Gleam', 'Disarming Voice', 'Gyro Ball', 'Body Slam', 'Play Rough']",724,724,23,210,25.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
39,40,Wigglytuff,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Wigglytuff.png,Normal,Fairy,Kanto,Balloon,Jigglypuff family,156,90,295,6%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this Pokémon's eyes, it is quickly washed away.","['Charm', 'Feint Attack', 'Pound', 'Dazzling Gleam', 'Hyper Beam', 'Ice Beam', 'Play Rough']",1926,1926,27,244,25.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,62.5,39.0,0.0,0.0,0.0
40,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,Zubat family,83,73,120,20%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']",667,667,11,106,50.0,50.0,50.0,0.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,39.0,39.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42,Golbat,https://static.wikia.nocookie.net/pokemongo/images/2/2c/Golbat.png,Poison,Flying,Kanto,Bat,Zubat family,161,150,181,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood.","['Bite', 'Wing Attack', 'Air Cutter', 'Poison Fang', 'Shadow Ball', 'Ominous Wind']",1976,1976,17,154,50.0,50.0,20.0,0.0,0.0,-160.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,39.0,39.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,Oddish,https://static.wikia.nocookie.net/pokemongo/images/d/d9/Oddish.png,Grass,Poison,Kanto,Weed,Oddish family,131,112,128,15%,Yes ,No,No  ,Formerly ,Yes,Yes,"During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become.","['Acid', 'Razor Leaf', 'Moonblast', 'Seed Bomb', 'Sludge Bomb']",1228,1228,12,113,50.0,50.0,60.0,-160.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,Gloom,https://static.wikia.nocookie.net/pokemongo/images/5/59/Gloom.png,Grass,Poison,Kanto,Weed,Oddish family,153,136,155,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma.","['Acid', 'Razor Leaf', 'Moonblast', 'Petal Blizzard', 'Sludge Bomb']",1681,1681,14,134,50.0,50.0,30.0,-160.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,Vileplume,https://static.wikia.nocookie.net/pokemongo/images/3/32/Vileplume.png,Grass,Poison,Kanto,Flower,Oddish family,202,167,181,5%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Vileplume's toxic pollen triggers atrocious allergy attacks. That's why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be.","['Acid', 'Razor Leaf', 'Moonblast', 'Petal Blizzard', 'Sludge Bomb', 'Solar Beam']",2559,2559,17,154,50.0,50.0,15.0,-160.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,62.5,62.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,46,Paras,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Paras.png,Bug,Grass,Kanto,Mushroom,Paras family,121,99,111,15%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"['Bug Bite', 'Scratch', 'Cross Poison', 'Seed Bomb', 'X-Scissor']",1018,1018,10,99,50.0,50.0,40.0,-256.0,-256.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,47,Parasect,https://static.wikia.nocookie.net/pokemongo/images/6/62/Parasect.png,Bug,Grass,Kanto,Mushroom,Paras family,165,146,155,7%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once.","['Fury Cutter', 'Struggle Bug', 'Bug Bite', 'Cross Poison', 'Solar Beam', 'X-Scissor']",1859,1859,14,134,50.0,50.0,20.0,-256.0,-256.0,-160.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,39.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,Venonat family,100,100,155,15%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']",1004,1004,14,134,50.0,50.0,50.0,-160.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,49,Venomoth,https://static.wikia.nocookie.net/pokemongo/images/c/c2/Venomoth.png,Bug,Poison,Kanto,Poison,Venonat family,179,143,172,7%,Yes ,No,Formerly  (2nd tier level),No,Yes,Yes,"Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness.","['Confusion', 'Infestation', 'Bug Bite', 'Bug Buzz', 'Poison Fang', 'Psychic', 'Silver Wind']",2082,2082,16,147,50.0,50.0,20.0,-160.0,-160.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,39.0,0.0,39.0,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,50,Diglett,https://static.wikia.nocookie.net/pokemongo/images/7/7a/Diglett.png,Ground,0,Kanto,Mole,Diglett family,109,78,67,10%,Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Diglett are raised in most farms. The reason is simple—wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables.","['Mud-Slap', 'Scratch', 'Mud Shot', 'Dig', 'Mud Bomb', 'Rock Tomb', 'Metal Claw', 'Mud-Slap', 'Dig', 'Mud Bomb', 'Rock Tomb']",676,676,10,64,50.0,50.0,50.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
50,51,Dugtrio,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Dugtrio.png,Ground,0,Kanto,Mole,Diglett family,167,134,111,6%,Yes ,No,Formerly  (th tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","['Mud-Slap', 'Sucker Punch', 'Mud Shot', 'Earthquake', 'Mud Bomb', 'Stone Edge', 'Metal Claw', 'Mud-Slap', 'Earthquake', 'Iron Head', 'Mud Bomb']",1557,1557,10,99,50.0,50.0,20.0,0.0,0.0,-160.0,0.0,0.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
51,52,Meowth,https://static.wikia.nocookie.net/pokemongo/images/9/99/Meowth.png,Normal,0,Kanto,Scratch,Meowth family,92,78,120,15%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","['Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Body Slam', 'Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Metal Claw', 'Scratch', 'Dig', 'Gyro Ball', 'Night Slash']",748,748,11,106,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,Persian,https://static.wikia.nocookie.net/pokemongo/images/b/b3/Persian.png,Normal,0,Kanto,Classy,Meowth family,150,136,163,7%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers.","['Feint Attack', 'Scratch', 'Foul Play', 'Payback', 'Play Rough', 'Power Gem', 'Night Slash', 'Feint Attack', 'Scratch', 'Dark Pulse', 'Foul Play', 'Payback', 'Play Rough']",1689,1689,15,140,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54,Psyduck,https://static.wikia.nocookie.net/pokemongo/images/3/32/Psyduck.png,Water,0,Kanto,Duck,Psyduck family,122,95,137,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars.","['Water Gun', 'Zen Headbutt', 'Aqua Tail', 'Cross Chop', 'Psybeam']",1106,1106,12,120,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55,Golduck,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Golduck.png,Water,0,Kanto,Duck,Psyduck family,191,162,190,6%,Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,Yes,The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.,"['Confusion', 'Water Gun', 'Bubble Beam', 'Cross Chop', 'Hydro Pump', 'Ice Beam', 'Psychic', 'Synchronoise']",2450,2450,17,162,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,Mankey,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Mankey.png,Fighting,0,Kanto,Pig,Mankey family,148,82,120,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","['Karate Chop', 'Scratch', 'Brick Break', 'Cross Chop', 'Low Sweep']",1164,1164,11,106,50.0,50.0,50.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
56,57,Primeape,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Primeape.png,Fighting,0,Kanto,Pig,Mankey family,207,138,163,6%,Yes ,No,Formerly  (3rd tier level),No,Yes,No,"When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.","['Counter', 'Low Kick', 'Karate Chop', 'Close Combat', 'Ice Punch', 'Low Sweep', 'Night Slash', 'Cross Chop']",2288,2288,15,140,50.0,50.0,20.0,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
57,58,Growlithe,https://static.wikia.nocookie.net/pokemongo/images/b/bb/Growlithe.png,Fire,0,Kanto,Puppy,Growlithe family,136,93,146,10%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.","['Bite', 'Ember', 'Body Slam', 'Flame Wheel', 'Flamethrower']",1243,1243,13,127,75.0,25.0,30.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,59,Arcanine,https://static.wikia.nocookie.net/pokemongo/images/5/50/Arcanine.png,Fire,0,Kanto,Legendary,Growlithe family,227,166,207,6%,Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power.","['Fire Fang', 'Snarl', 'Thunder Fang', 'Bite', 'Crunch', 'Fire Blast', 'Flamethrower', 'Wild Charge', 'Bulldoze']",3029,3029,19,175,75.0,25.0,10.0,0.0,0.0,0.0,0.0,-160.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,60,Poliwag,https://static.wikia.nocookie.net/pokemongo/images/9/90/Poliwag.png,Water,0,Kanto,Tadpole,Poliwag family,101,82,120,15%,Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Yes ,Yes,Yes,"Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","['Bubble', 'Mud Shot', 'Body Slam', 'Bubble Beam', 'Mud Bomb']",829,829,11,106,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61,Poliwhirl,https://static.wikia.nocookie.net/pokemongo/images/2/24/Poliwhirl.png,Water,0,Kanto,Tadpole,Poliwag family,130,123,163,7%,Yes ,No,No  ,Formerly ,Yes,Yes,"The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Mud Bomb', 'Water Pulse', 'Scald']",1419,1419,15,140,50.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62,Poliwrath,https://static.wikia.nocookie.net/pokemongo/images/8/85/Poliwrath.png,Water,Fighting,Kanto,Tadpole,Poliwag family,182,184,207,5%,Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.","['Bubble', 'Mud Shot', 'Rock Smash', 'Dynamic Punch', 'Hydro Pump', 'Ice Punch', 'Power-Up Punch', 'Scald', 'Submission']",2586,2586,19,175,50.0,50.0,12.5,0.0,-160.0,0.0,-160.0,0.0,0.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,62.5,62.5,62.5,62.5,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0
62,63,Abra,https://static.wikia.nocookie.net/pokemongo/images/f/f6/Abra.png,Psychic,0,Kanto,Psi,Abra family,195,82,93,99%,Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Abra sleeps for 18 hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety.","['Charge Beam', 'Zen Headbutt', 'Psyshock', 'Shadow Ball', 'Signal Beam']",1342,1342,10,85,75.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,-160.0,-160.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0
